,Target Index,TimeOfDay,MaxSpeed,Traffic Amount,Keep Lane,Weather,Ultrasound,Damage,Distance,Lidar,Label(Ultra),Label(Damage),Label(Distance),Label(Lidar)
0,0.0,0.07,46.0,8.0,1.0,6.0,9999.900391,-15076.21875,-616.9252395,106.748726,1.0,0.0,1.0,1.0
1,0.0,0.08,48.0,10.0,1.0,0.0,9999.900391,-6013.943481,-807.3645536,109.23897,1.0,1.0,0.0,1.0
2,0.0,0.13,20.0,2.0,0.0,6.0,9999.900391,-0.014191025,-512.8964082,69.227356,1.0,1.0,1.0,1.0
3,0.0,0.28,41.0,3.0,1.0,2.0,9999.900391,-38430.57422,-543.3455625,100.131096,1.0,0.0,1.0,1.0
4,0.0,0.34,41.0,5.0,0.0,6.0,9999.900391,-2101.857056,-701.3384421,109.23521,1.0,1.0,0.0,1.0
5,0.0,0.43,41.0,0.0,1.0,6.0,9999.900391,-1105.511658,-497.0776908,56.145386,1.0,1.0,1.0,0.0
6,0.0,0.44,26.0,10.0,1.0,5.0,9999.900391,-16299.63672,-644.0633812,109.147255,1.0,0.0,1.0,1.0
7,0.0,0.46,49.0,2.0,0.0,4.0,9999.900391,-1166.187668,-475.4727119,53.26059,1.0,1.0,1.0,0.0
8,0.0,0.51,20.0,7.0,1.0,4.0,9999.900391,-12560.59399,-603.8251958,94.598915,1.0,0.0,1.0,1.0
9,0.0,0.56,30.0,4.0,0.0,6.0,9999.900391,-2331.561401,-479.8475492,53.200615,1.0,1.0,1.0,0.0
10,0.0,0.61,49.0,3.0,1.0,1.0,1.608758211,-26412.75,-668.3047445,109.18347,0.0,0.0,1.0,1.0
11,0.0,0.76,20.0,8.0,0.0,6.0,4.81735611,-8288.067383,-619.6024314,106.91501,0.0,1.0,1.0,1.0
12,0.0,0.87,24.0,0.0,0.0,2.0,9999.900391,-1.965685844,-488.9947512,53.45321,1.0,1.0,1.0,0.0
13,0.0,0.87,29.0,1.0,1.0,1.0,9999.900391,-1108.77887,-499.1334506,57.365395,1.0,1.0,1.0,0.0
14,0.0,0.88,33.0,0.0,0.0,2.0,9999.900391,-1164.234787,-469.9575949,47.324512,1.0,1.0,1.0,0.0
15,0.0,0.91,32.0,4.0,0.0,3.0,9999.900391,-17436.32129,-494.6583066,56.254665,1.0,0.0,1.0,0.0
