,Target Index,TimeOfDay,MaxSpeed,Traffic Amount,Keep Lane,Weather,Ultrasound,Damage,Distance,Lidar,Label(Ultra),Label(Damage),Label(Distance),Label(Lidar)
0,0.0,0.07,46.0,8.0,1.0,6.0,1.65875113,-46835.35938,-577.2658842,104.27777,0.0,0.0,1.0,1.0
1,0.0,0.08,48.0,10.0,1.0,0.0,9999.900391,-4513.588989,-723.7599691,100.3567,1.0,1.0,0.0,1.0
2,0.0,0.13,20.0,2.0,0.0,6.0,9999.900391,-1026.660034,-590.0326774,103.950195,1.0,1.0,1.0,1.0
3,0.0,0.28,41.0,3.0,1.0,2.0,9999.900391,-17146.23779,-584.6230116,104.58955,1.0,0.0,1.0,1.0
4,0.0,0.34,41.0,5.0,0.0,6.0,9999.900391,-2329.224792,-474.8494429,53.574165,1.0,1.0,1.0,0.0
5,0.0,0.43,41.0,0.0,1.0,6.0,9999.900391,-2174.700867,-495.2310867,53.843117,1.0,1.0,1.0,0.0
6,0.0,0.44,26.0,10.0,1.0,5.0,9999.900391,-13797.14453,-668.7391381,109.28163,1.0,0.0,1.0,1.0
7,0.0,0.46,49.0,2.0,0.0,4.0,9999.900391,-2317.964722,-477.5334346,50.71025,1.0,1.0,1.0,0.0
8,0.0,0.51,20.0,7.0,1.0,4.0,3.19940424,-13696.89404,-650.1779009,109.26655,0.0,0.0,1.0,1.0
9,0.0,0.56,30.0,4.0,0.0,6.0,9999.900391,-2563.541565,-487.7492266,53.73372,1.0,1.0,1.0,0.0
10,0.0,0.61,49.0,3.0,1.0,1.0,9999.900391,-17571.57324,-559.0491307,101.4452,1.0,0.0,1.0,1.0
11,0.0,0.76,20.0,8.0,0.0,6.0,9999.900391,-57.3898735,-511.2833466,67.635414,1.0,1.0,1.0,1.0
12,0.0,0.87,24.0,0.0,0.0,2.0,9999.900391,-1.99630475,-488.6269957,53.559525,1.0,1.0,1.0,0.0
13,0.0,0.87,29.0,1.0,1.0,1.0,9999.900391,-1104.95256,-498.6893868,57.721947,1.0,1.0,1.0,0.0
14,0.0,0.88,33.0,0.0,0.0,2.0,9999.900391,-1175.348373,-474.2236834,54.699837,1.0,1.0,1.0,0.0
15,0.0,0.91,32.0,4.0,0.0,3.0,9999.900391,-3360.547241,-474.1485519,53.403545,1.0,1.0,1.0,0.0
16,0.0,0.94,21.0,1.0,1.0,6.0,9999.900391,-0.058650885,-530.3455715,95.24487,1.0,1.0,1.0,1.0
17,0.0,0.94,38.0,3.0,0.0,5.0,9999.900391,-2587.368469,-475.5347291,53.567947,1.0,1.0,1.0,0.0
18,0.0,0.95,46.0,4.0,1.0,3.0,9999.900391,-1106.282349,-497.3182645,56.337727,1.0,1.0,1.0,0.0
19,0.0,0.99,26.0,8.0,1.0,6.0,9999.900391,-17685.29883,-547.5052059,100.11422,1.0,0.0,1.0,1.0
20,1.0,0.03,22.0,10.0,0.0,2.0,9999.900391,-12719.55762,-634.9679957,106.179825,1.0,0.0,1.0,1.0
21,1.0,0.08,43.0,9.0,0.0,6.0,4.236691475,-18183.77051,-551.0164014,99.200264,0.0,0.0,1.0,1.0
22,1.0,0.17,26.0,8.0,0.0,0.0,9999.900391,-5.911851883,-492.5193691,52.104984,1.0,1.0,1.0,0.0
23,1.0,0.17,30.0,2.0,0.0,5.0,9999.900391,-2571.335815,-496.0951433,48.491745,1.0,1.0,1.0,0.0
24,1.0,0.22,36.0,5.0,0.0,2.0,9999.900391,-13813.10889,-583.3817881,102.61966,1.0,0.0,1.0,1.0
25,1.0,0.24,30.0,1.0,0.0,0.0,9999.900391,-2204.746704,-489.5484687,54.530804,1.0,1.0,1.0,0.0
26,1.0,0.24,46.0,0.0,0.0,4.0,9999.900391,-1164.810791,-490.7573669,55.09014,1.0,1.0,1.0,0.0
27,1.0,0.39,45.0,4.0,0.0,2.0,9999.900391,-16330.40039,-642.8854715,107.56805,1.0,0.0,1.0,1.0
28,1.0,0.49,47.0,5.0,1.0,3.0,9999.900391,-18278.04102,-556.7337811,100.12315,1.0,0.0,1.0,1.0
29,1.0,0.56,49.0,6.0,1.0,4.0,9999.900391,-30003.44727,-596.4240015,104.29167,1.0,0.0,1.0,1.0
30,1.0,0.65,44.0,10.0,1.0,1.0,9999.900391,-27405.80273,-601.1299792,104.63578,1.0,0.0,1.0,1.0
31,1.0,0.66,44.0,8.0,0.0,6.0,4.111686707,-31508.05078,-578.671104,102.70256,0.0,0.0,1.0,1.0
32,1.0,0.74,25.0,1.0,1.0,6.0,9999.900391,-1009.140308,-521.276553,63.089268,1.0,1.0,1.0,0.0
33,1.0,0.82,41.0,7.0,0.0,3.0,9999.900391,-26744.25586,-569.869897,100.11197,1.0,0.0,1.0,1.0
34,1.0,0.91,40.0,2.0,1.0,1.0,9999.900391,-1107.18206,-511.542098,55.917442,1.0,1.0,1.0,0.0
35,1.0,0.94,26.0,1.0,1.0,5.0,9999.900391,-1009.993699,-518.0024615,59.93668,1.0,1.0,1.0,0.0
36,1.0,0.94,46.0,4.0,1.0,6.0,1.782582879,-36354.625,-558.1188086,100.130196,0.0,0.0,1.0,1.0
37,1.0,0.95,24.0,0.0,1.0,5.0,9999.900391,-2.926919222,-527.6134763,67.64107,1.0,1.0,1.0,1.0
38,1.0,0.95,24.0,6.0,0.0,2.0,9999.900391,-1.983457804,-498.4242228,53.861073,1.0,1.0,1.0,0.0
39,2.0,0.01,45.0,2.0,1.0,6.0,9999.900391,-2180.970245,-484.6836653,55.77604,1.0,1.0,1.0,0.0
40,2.0,0.19,40.0,10.0,0.0,4.0,9999.900391,-14806.35156,-660.8050064,109.161026,1.0,0.0,1.0,1.0
41,2.0,0.2,34.0,6.0,0.0,3.0,1.29142189,-13341.46582,-662.3973242,109.22147,0.0,0.0,1.0,1.0
42,2.0,0.23,35.0,5.0,1.0,0.0,9999.900391,-28834.7832,-558.8849675,102.77991,1.0,0.0,1.0,1.0
43,2.0,0.23,38.0,8.0,0.0,5.0,9999.900391,-17074.85645,-481.1615417,54.022987,1.0,0.0,1.0,0.0
44,2.0,0.23,48.0,2.0,0.0,2.0,9999.900391,-1174.134537,-464.3441454,53.29214,1.0,1.0,1.0,0.0
45,2.0,0.27,24.0,6.0,0.0,0.0,9999.900391,-60.50960159,-477.1387571,53.913235,1.0,1.0,1.0,0.0
