,Target Index,TimeOfDay,MaxSpeed,Traffic Amount,Keep Lane,Weather,Ultrasound,Damage,Distance,Lidar,Label(Ultra),Label(Damage),Label(Distance),Label(Lidar)
0,0.0,0.07,46.0,8.0,1.0,6.0,3.581660271,-22997.03125,-560.912662,101.7805,0.0,0.0,1.0,1.0
1,0.0,0.08,48.0,10.0,1.0,0.0,4.872706413,-2696.414673,-804.0955617,109.784676,0.0,1.0,0.0,1.0
2,0.0,0.13,20.0,2.0,0.0,6.0,9999.900391,-0.012796623,-512.7246061,68.837006,1.0,1.0,1.0,1.0
3,0.0,0.28,41.0,3.0,1.0,2.0,1.963565707,-72100.66016,-563.6508686,101.80694,0.0,0.0,1.0,1.0
4,0.0,0.34,41.0,5.0,0.0,6.0,9999.900391,-6143.772583,-697.3650129,109.36178,1.0,1.0,1.0,1.0
5,0.0,0.43,41.0,0.0,1.0,6.0,9999.900391,-2175.714569,-497.1249624,56.50792,1.0,1.0,1.0,0.0
6,0.0,0.44,26.0,10.0,1.0,5.0,4.278315544,-15074.12207,-678.2642427,109.48285,0.0,0.0,1.0,1.0
7,0.0,0.46,49.0,2.0,0.0,4.0,9999.900391,-15090.74707,-518.2009881,72.634636,1.0,0.0,1.0,1.0
8,0.0,0.51,20.0,7.0,1.0,4.0,9999.900391,-13279.39111,-633.1215138,109.357025,1.0,0.0,1.0,1.0
9,0.0,0.56,30.0,4.0,0.0,6.0,9999.900391,-3335.0802,-481.2171208,52.261738,1.0,1.0,1.0,0.0
10,0.0,0.61,49.0,3.0,1.0,1.0,9999.900391,-17293.04785,-596.0100589,104.68064,1.0,0.0,1.0,1.0
11,0.0,0.76,20.0,8.0,0.0,6.0,9999.900391,-8181.865234,-658.5346495,109.20059,1.0,1.0,1.0,1.0
12,0.0,0.87,24.0,0.0,0.0,2.0,9999.900391,-2.012435675,-488.8126234,53.72526,1.0,1.0,1.0,0.0
13,0.0,0.87,29.0,1.0,1.0,1.0,9999.900391,-1108.330345,-496.9647435,55.982693,1.0,1.0,1.0,0.0
14,0.0,0.88,33.0,0.0,0.0,2.0,9999.900391,-2241.345886,-475.9877634,54.23018,1.0,1.0,1.0,0.0
15,0.0,0.91,32.0,4.0,0.0,3.0,9999.900391,-14233.89551,-621.0645214,107.28649,1.0,0.0,1.0,1.0
16,0.0,0.94,21.0,1.0,1.0,6.0,9999.900391,-0.060876779,-533.7754008,98.37253,1.0,1.0,1.0,1.0
17,0.0,0.94,38.0,3.0,0.0,5.0,9999.900391,-2276.468903,-473.895526,54.447266,1.0,1.0,1.0,0.0
18,0.0,0.95,46.0,4.0,1.0,3.0,9999.900391,-21938.75977,-558.7432765,101.20225,1.0,0.0,1.0,1.0
19,0.0,0.99,26.0,8.0,1.0,6.0,2.206586838,-16958.09717,-614.1239436,106.30029,0.0,0.0,1.0,1.0
20,1.0,0.03,22.0,10.0,0.0,2.0,9999.900391,-6.696775436,-507.5130587,53.914314,1.0,1.0,1.0,0.0
21,1.0,0.08,43.0,9.0,0.0,6.0,1.36575377,-14816.23828,-696.79391,109.57086,0.0,0.0,1.0,1.0
22,1.0,0.17,26.0,8.0,0.0,0.0,9999.900391,-1786.709473,-493.599545,51.37572,1.0,1.0,1.0,0.0
23,1.0,0.17,30.0,2.0,0.0,5.0,9999.900391,-2205.317841,-492.4270719,51.43729,1.0,1.0,1.0,0.0
